{\rtf1\ansi\ansicpg1252\cocoartf2580
\cocoatextscaling0\cocoaplatform0{\fonttbl\f0\fswiss\fcharset0 Helvetica;}
{\colortbl;\red255\green255\blue255;}
{\*\expandedcolortbl;;}
\paperw11900\paperh16840\margl1440\margr1440\vieww25400\viewh13280\viewkind0
\pard\tx566\tx1133\tx1700\tx2267\tx2834\tx3401\tx3968\tx4535\tx5102\tx5669\tx6236\tx6803\pardirnatural\partightenfactor0

\f0\fs24 \cf0 Algorithm,Classifier,Transform method,Dataset,ConfigurationFile,Train_time_ms,Test_time_ms,Hamming Loss,Subset Accuracy,Example-Based Precision,Example-Based Recall,Example-Based F Measure,Example-Based Accuracy,Example-Based Specificity,Micro-averaged Precision,Micro-averaged Recall,Micro-averaged F-Measure,Micro-averaged Specificity,Macro-averaged Precision,Macro-averaged Recall,Macro-averaged F-Measure,Macro-averaged Specificity,Average Precision,Coverage,OneError,IsError,ErrorSetSize,Ranking Loss,Mean Average Precision,Geometric Mean Average Precision,Mean Average Interpolated Precision,Geometric Mean Average Interpolated Precision,Micro-averaged AUC,Macro-averaged AUC,Logarithmic Loss\
MIMLClassifierToMI,weka.classifiers.mi.MIWrapper,miml.classifiers.miml.mimlTOmi.MIMLBinaryRelevance,miml_text_data_iterative_5_train_1.arff,tomi-br-miwrapper-a-text.config,27099,1631,0.044754744002864,0.734335839598997,0.848370927318296,0.862573099415204,0.840852130325815,0.813700918964077,0.980367585630744,0.891705069124424,0.832258064516129,0.860956618464961,0.979810996563574,0.883304687994687,0.773371853277375,0.820631849674671,0.977839123002472,0.928034371643394,0.473684210526316,0.112781954887218,0.130325814536341,0.31328320802005,0.047201336675021,0.857344297293044,0.853320552938487,0.849930823439469,0.848206481107227,0.961071850866497,0.958296280869965,1.41064255814377\
MIMLClassifierToMI,weka.classifiers.mi.MIWrapper,miml.classifiers.miml.mimlTOmi.MIMLBinaryRelevance,miml_text_data_iterative_5_train_2.arff,tomi-br-miwrapper-a-text.config,25698,1751,0.043322592194773,0.74937343358396,0.851086048454469,0.885547201336675,0.854803675856307,0.827694235588973,0.974018379281537,0.867965367965368,0.869848156182213,0.868905742145179,0.973842195540309,0.838941583279148,0.840920431299835,0.839360879389078,0.972641243396925,0.933941997851772,0.363408521303258,0.112781954887218,0.12781954887218,0.218045112781955,0.03249791144528,0.861313664765257,0.85922994367993,0.860021809213982,0.859153402189356,0.976011858031053,0.970606285347029,0.98150085406103\
MIMLClassifierToMI,weka.classifiers.mi.MIWrapper,miml.classifiers.miml.mimlTOmi.MIMLBinaryRelevance,miml_text_data_iterative_5_train_3.arff,tomi-br-miwrapper-a-text.config,28502,1843,0.041995692749462,0.766331658291457,0.83500837520938,0.852596314907873,0.835259631490787,0.818257956448911,0.981658291457286,0.900232018561485,0.83982683982684,0.868980963045913,0.981497418244406,0.884218551486788,0.795183585745646,0.836283065599136,0.979536013205316,0.939976669059584,0.371859296482412,0.095477386934673,0.115577889447236,0.221105527638191,0.033291457286432,0.905848261742015,0.905254880147039,0.88402286691425,0.883629198333756,0.974967122665057,0.96610395698877,0.961251032979493\
MIMLClassifierToMI,weka.classifiers.mi.MIWrapper,miml.classifiers.miml.mimlTOmi.MIMLBinaryRelevance,miml_text_data_iterative_5_train_4.arff,tomi-br-miwrapper-a-text.config,26904,1961,0.046661880832735,0.741206030150754,0.819095477386935,0.846733668341708,0.822026800670017,0.801507537688442,0.979899497487437,0.88785046728972,0.822510822510822,0.853932584269663,0.97934595524957,0.865166810179028,0.779246451914145,0.818831141902537,0.977778749325285,0.936826992103374,0.394472361809045,0.103015075376884,0.120603015075377,0.248743718592965,0.035092127303183,0.877589992093484,0.876756231899123,0.85648750627392,0.855776324102568,0.968059622534665,0.953257466643994,1.0715233480349\
MIMLClassifierToMI,weka.classifiers.mi.MIWrapper,miml.classifiers.miml.mimlTOmi.MIMLBinaryRelevance,miml_text_data_iterative_5_train_5.arff,tomi-br-miwrapper-a-text.config,26304,1698,0.040464461646728,0.766009852216749,0.857553366174056,0.876847290640394,0.855418719211823,0.832922824302135,0.978571428571429,0.884955752212389,0.863930885529157,0.87431693989071,0.978142076502732,0.866758066897742,0.817935682151935,0.839391840326753,0.976985388592802,0.952756274923763,0.354679802955665,0.068965517241379,0.091133004926108,0.214285714285714,0.032266009852217,0.881544081918072,0.879932058120893,0.862319507101149,0.860452564533587,0.9681268878061,0.967329297598475,1.07381745480993\
}
