{\rtf1\ansi\ansicpg1252\cocoartf2580
\cocoatextscaling0\cocoaplatform0{\fonttbl\f0\fswiss\fcharset0 Helvetica;}
{\colortbl;\red255\green255\blue255;}
{\*\expandedcolortbl;;}
\paperw11900\paperh16840\margl1440\margr1440\vieww25400\viewh13280\viewkind0
\pard\tx566\tx1133\tx1700\tx2267\tx2834\tx3401\tx3968\tx4535\tx5102\tx5669\tx6236\tx6803\pardirnatural\partightenfactor0

\f0\fs24 \cf0 Algorithm,Classifier,Transform method,Dataset,ConfigurationFile,Train_time_ms,Test_time_ms,Hamming Loss,Subset Accuracy,Example-Based Precision,Example-Based Recall,Example-Based F Measure,Example-Based Accuracy,Example-Based Specificity,Micro-averaged Precision,Micro-averaged Recall,Micro-averaged F-Measure,Micro-averaged Specificity,Macro-averaged Precision,Macro-averaged Recall,Macro-averaged F-Measure,Macro-averaged Specificity,Average Precision,Coverage,OneError,IsError,ErrorSetSize,Ranking Loss,Mean Average Precision,Geometric Mean Average Precision,Mean Average Interpolated Precision,Geometric Mean Average Interpolated Precision,Micro-averaged AUC,Macro-averaged AUC,Logarithmic Loss\
MIMLClassifierToML,mulan.classifier.transformation.CalibratedLabelRanking,miml.transformation.mimlTOml.ArithmeticTransformation,miml_text_data_iterative_5_train_1.arff,toml-clr-a-text.config,1714,88,0.052273540995346,0.699248120300752,0.831035923141186,0.875104427736007,0.836233440744719,0.802631578947369,0.965705931495405,0.834381551362683,0.855913978494624,0.845010615711253,0.96606529209622,0.799110052601224,0.814986832542656,0.8040199231118,0.964029233706761,0.933542188805347,0.360902255639098,0.115288220551378,0.132832080200501,0.208020050125313,0.030743525480368,0.891409674901363,0.889980134847458,0.888789542249665,0.887472261736028,0.970396389905036,0.965473607644022,3.94277007796647\
MIMLClassifierToML,mulan.classifier.transformation.CalibratedLabelRanking,miml.transformation.mimlTOml.ArithmeticTransformation,miml_text_data_iterative_5_train_2.arff,toml-clr-a-text.config,1809,60,0.060508413891873,0.68421052631579,0.789473684210526,0.852548036758563,0.803759398496241,0.773182957393484,0.95797827903091,0.799180327868853,0.845986984815618,0.821917808219178,0.957975986277873,0.76970843456704,0.829123365012629,0.797283281805076,0.95496975746954,0.922096908939014,0.385964912280702,0.130325814536341,0.147869674185464,0.238095238095238,0.037176274018379,0.865372106506855,0.860209628929962,0.870521797731015,0.86844798530719,0.969694489196801,0.968201979942243,3.96335421119502\
MIMLClassifierToML,mulan.classifier.transformation.CalibratedLabelRanking,miml.transformation.mimlTOml.ArithmeticTransformation,miml_text_data_iterative_5_train_3.arff,toml-clr-a-text.config,1708,43,0.051687006460876,0.728643216080402,0.816164154103853,0.865159128978224,0.826214405360134,0.801088777219431,0.966247906197654,0.834033613445378,0.859307359307359,0.846481876332623,0.966006884681584,0.812478677799218,0.814688986733949,0.811933386553388,0.963434830652754,0.926802664114222,0.419597989949749,0.113065326633166,0.14572864321608,0.263819095477387,0.038484087102178,0.88351522891639,0.881619027754115,0.88425360053918,0.883559779008971,0.967208351029349,0.958280349450825,3.92967672478541\
MIMLClassifierToML,mulan.classifier.transformation.CalibratedLabelRanking,miml.transformation.mimlTOml.ArithmeticTransformation,miml_text_data_iterative_5_train_4.arff,toml-clr-a-text.config,1948,57,0.057788944723618,0.680904522613065,0.786641541038526,0.840033500837521,0.796745632926537,0.767001675041876,0.964028475711892,0.822269807280514,0.831168831168831,0.826695371367061,0.964285714285714,0.776008416962134,0.784680600625552,0.778910070265688,0.962329507902303,0.928998165430326,0.409547738693467,0.115577889447236,0.138190954773869,0.268844221105528,0.038274706867672,0.858273539263418,0.855827553760331,0.859429111493428,0.858211251137817,0.964872011236039,0.952057510949669,3.78187944757751\
MIMLClassifierToML,mulan.classifier.transformation.CalibratedLabelRanking,miml.transformation.mimlTOml.ArithmeticTransformation,miml_text_data_iterative_5_train_5.arff,toml-clr-a-text.config,2775,58,0.04679802955665,0.736453201970443,0.837725779967159,0.895320197044335,0.849343185550082,0.820073891625616,0.966912972085386,0.836734693877551,0.885529157667387,0.860440713536201,0.966372425388819,0.827880073962448,0.842343380632279,0.833406466696543,0.962895508531896,0.956444991789819,0.295566502463054,0.066502463054187,0.088669950738916,0.155172413793103,0.022906403940887,0.924794936900772,0.924434280354011,0.904376091237109,0.903691726133642,0.979064928273582,0.973498345132141,3.50341384622723\
}
