Algorithm,Classifier,Transform method,Dataset,ConfigurationFile,Train_time_ms,Test_time_ms,Hamming Loss,Subset Accuracy,Macro-averaged Precision,Macro-averaged F-Measure,
MIMLClassifierToML,mulan.classifier.lazy.DMLkNN,miml.transformation.mimlTOml.ArithmeticTransformation,miml_birds_random_80train.arff,MIMLtoML_AT_DMLkNN.config,75,80,0.12124060150375941,0.07142857142857142,0.12907268170426064,0.09808612440191389,
