Algorithm,Classifier,Transform method,Dataset,ConfigurationFile,Train_time_ms,Test_time_ms,Hamming Loss,Subset Accuracy,Macro-averaged Precision,Macro-averaged F-Measure,
MIMLClassifierToML,mulan.classifier.transformation.EnsembleOfPrunedSets,miml.transformation.mimlTOml.GeometricTransformation,miml_birds_random_80train.arff,MIMLtoML_GT_EPS.config,66,9,0.12124060150375941,0.03571428571428571,0.06954887218045112,0.07823613086770981,
