Algorithm,Classifier,Transform method,Dataset,ConfigurationFile,Train_time_ms,Test_time_ms,Hamming Loss,Subset Accuracy,Macro-averaged Precision,Macro-averaged F-Measure,
MIMLClassifierToML,mulan.classifier.lazy.MLkNN,miml.transformation.mimlTOml.GeometricTransformation,miml_birds_random_80train.arff,MIMLtoML_GT_MLkNN.config,34,15,0.11184210526315788,0.03571428571428571,0.14912280701754388,0.07836257309941522,
