Algorithm,Classifier,Transform method,Dataset,ConfigurationFile,Train_time_ms(avg),Train_time_ms(std),Test_time_ms(avg),Test_time_ms(std),Hamming Loss,Hamming Loss Std,Subset Accuracy,Subset Accuracy Std,Macro-averaged Precision,Macro-averaged Precision Std,Macro-averaged Precision-BRCR,Macro-averaged Precision-PAWR,Macro-averaged Precision-PSFL,Macro-averaged Precision-RBNU,Macro-averaged Precision-DEJU,Macro-averaged Precision-OSFL,Macro-averaged Precision-HETH,Macro-averaged Precision-CBCH,Macro-averaged Precision-VATH,Macro-averaged Precision-HEWA,Macro-averaged Precision-SWTH,Macro-averaged Precision-HAFL,Macro-averaged Precision-WETA,Macro-averaged Precision-BHGB,Macro-averaged Precision-GCKI,Macro-averaged Precision-WAVI,Macro-averaged Precision-MGWA,Macro-averaged Precision-STJA,Macro-averaged Precision-CONI,Macro-averaged F-Measure,Macro-averaged F-Measure Std,Macro-averaged F-Measure-BRCR,Macro-averaged F-Measure-PAWR,Macro-averaged F-Measure-PSFL,Macro-averaged F-Measure-RBNU,Macro-averaged F-Measure-DEJU,Macro-averaged F-Measure-OSFL,Macro-averaged F-Measure-HETH,Macro-averaged F-Measure-CBCH,Macro-averaged F-Measure-VATH,Macro-averaged F-Measure-HEWA,Macro-averaged F-Measure-SWTH,Macro-averaged F-Measure-HAFL,Macro-averaged F-Measure-WETA,Macro-averaged F-Measure-BHGB,Macro-averaged F-Measure-GCKI,Macro-averaged F-Measure-WAVI,Macro-averaged F-Measure-MGWA,Macro-averaged F-Measure-STJA,Macro-averaged F-Measure-CONI
MIMLClassifierToML,mulan.classifier.transformation.EnsembleOfPrunedSets,miml.transformation.mimlTOml.GeometricTransformation,miml_birds.arff,MIMLtoML_GT_EPS.config,29.2,7.277362159464101,34.2,7.277362159464101,0.10425405619311437,0.010270903454243445,0.1526942355889724,0.04226077841364182,0.23388425609478242,0.05885140353019958,0.5322424242424242,0.0,0.6,0.0,0.0,0.29333333333333333,0.0,0.5866666666666667,0.41,0.3239393939393939,0.0,0.0,0.0,0.1,0.0,0.4,0.4,0.7976190476190476,0.0,0.198290577370258,0.05636674111346515,0.6531804869885365,0.0,0.6,0.0,0.0,0.24,0.0,0.275,0.2608407605466429,0.19187301587301586,0.0,0.0,0.0,0.04,0.0,0.4,0.4,0.7066267066267067,0.0
