Algorithm,Classifier,Transform method,Dataset,ConfigurationFile,Train_time_ms(avg),Train_time_ms(std),Test_time_ms(avg),Test_time_ms(std),Hamming Loss,Hamming Loss Std,Subset Accuracy,Subset Accuracy Std,Macro-averaged Precision,Macro-averaged Precision Std,Macro-averaged Precision-BRCR,Macro-averaged Precision-BRCR Std,Macro-averaged Precision-PAWR,Macro-averaged Precision-PAWR Std,Macro-averaged Precision-PSFL,Macro-averaged Precision-PSFL Std,Macro-averaged Precision-RBNU,Macro-averaged Precision-RBNU Std,Macro-averaged Precision-DEJU,Macro-averaged Precision-DEJU Std,Macro-averaged Precision-OSFL,Macro-averaged Precision-OSFL Std,Macro-averaged Precision-HETH,Macro-averaged Precision-HETH Std,Macro-averaged Precision-CBCH,Macro-averaged Precision-CBCH Std,Macro-averaged Precision-VATH,Macro-averaged Precision-VATH Std,Macro-averaged Precision-HEWA,Macro-averaged Precision-HEWA Std,Macro-averaged Precision-SWTH,Macro-averaged Precision-SWTH Std,Macro-averaged Precision-HAFL,Macro-averaged Precision-HAFL Std,Macro-averaged Precision-WETA,Macro-averaged Precision-WETA Std,Macro-averaged Precision-BHGB,Macro-averaged Precision-BHGB Std,Macro-averaged Precision-GCKI,Macro-averaged Precision-GCKI Std,Macro-averaged Precision-WAVI,Macro-averaged Precision-WAVI Std,Macro-averaged Precision-MGWA,Macro-averaged Precision-MGWA Std,Macro-averaged Precision-STJA,Macro-averaged Precision-STJA Std,Macro-averaged Precision-CONI,Macro-averaged Precision-CONI Std,Macro-averaged F-Measure,Macro-averaged F-Measure Std,Macro-averaged F-Measure-BRCR,Macro-averaged F-Measure-BRCR Std,Macro-averaged F-Measure-PAWR,Macro-averaged F-Measure-PAWR Std,Macro-averaged F-Measure-PSFL,Macro-averaged F-Measure-PSFL Std,Macro-averaged F-Measure-RBNU,Macro-averaged F-Measure-RBNU Std,Macro-averaged F-Measure-DEJU,Macro-averaged F-Measure-DEJU Std,Macro-averaged F-Measure-OSFL,Macro-averaged F-Measure-OSFL Std,Macro-averaged F-Measure-HETH,Macro-averaged F-Measure-HETH Std,Macro-averaged F-Measure-CBCH,Macro-averaged F-Measure-CBCH Std,Macro-averaged F-Measure-VATH,Macro-averaged F-Measure-VATH Std,Macro-averaged F-Measure-HEWA,Macro-averaged F-Measure-HEWA Std,Macro-averaged F-Measure-SWTH,Macro-averaged F-Measure-SWTH Std,Macro-averaged F-Measure-HAFL,Macro-averaged F-Measure-HAFL Std,Macro-averaged F-Measure-WETA,Macro-averaged F-Measure-WETA Std,Macro-averaged F-Measure-BHGB,Macro-averaged F-Measure-BHGB Std,Macro-averaged F-Measure-GCKI,Macro-averaged F-Measure-GCKI Std,Macro-averaged F-Measure-WAVI,Macro-averaged F-Measure-WAVI Std,Macro-averaged F-Measure-MGWA,Macro-averaged F-Measure-MGWA Std,Macro-averaged F-Measure-STJA,Macro-averaged F-Measure-STJA Std,Macro-averaged F-Measure-CONI,Macro-averaged F-Measure-CONI Std
MIMLClassifierToMI,weka.classifiers.mi.MDD,miml.classifiers.miml.mimlTOmi.MIMLBinaryRelevance,miml_birds.arff,MIMLtoMI_BR_MDD.config,119149.2,13103.088176456724,57.4,49.313689782858475,0.09980543463922967,0.006870682833568517,0.1031954887218045,0.0487884058027673,0.32254917597022864,0.04652512101728586,0.5545454545454545,0.13453810835629015,0.1,0.10800000000000001,0.6,168,0.0,0.0,0.0,0.0,0.4,0.36800000000000005,0.0,0.0,0.8833333333333332,0.2183888888888889,0.3,142,0.6905555555555556,0.1447278395061728,0.2,0.23200000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.20800000000000002,0.4,0.20800000000000002,1.0,0.2,0.6,0.40800000000000003,0.19242684066095114,0.02559246014659832,0.28142735355011567,0.056226101723539035,0.08,0.08512000000000002,0.6,168,0.0,0.0,0.0,0.0,0.10714285714285714,0.06811224489795918,0.0,0.0,0.3893478260869565,0.11542906007141354,0.073015873015873,0.007560594608213655,0.44692209450830145,0.1011612044580803,0.08888888888888888,0.09520987654320989,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.20800000000000002,0.4,0.20800000000000002,0.5393650793650794,0.1618990980095742,0.25,0.1375
