Algorithm,Dataset,ConfigurationFile,Train_time_ms,Test_time_ms,Hamming Loss,Subset Accuracy,Macro-averaged Precision,Macro-averaged F-Measure
MIMLkNN,miml_birds_random_80train.arff,MIMLkNN.config,539,528,0.0789473684210526,0.19230769230769232,0.5798245614035087,0.38389505231610493
