Algorithm,Classifier,Transform method,Dataset,ConfigurationFile,Train_time_ms,Test_time_ms,Hamming Loss,Subset Accuracy,Macro-averaged Precision,Macro-averaged Precision-BRCR,Macro-averaged Precision-PAWR,Macro-averaged Precision-PSFL,Macro-averaged Precision-RBNU,Macro-averaged Precision-DEJU,Macro-averaged Precision-OSFL,Macro-averaged Precision-HETH,Macro-averaged Precision-CBCH,Macro-averaged Precision-VATH,Macro-averaged Precision-HEWA,Macro-averaged Precision-SWTH,Macro-averaged Precision-HAFL,Macro-averaged Precision-WETA,Macro-averaged Precision-BHGB,Macro-averaged Precision-GCKI,Macro-averaged Precision-WAVI,Macro-averaged Precision-MGWA,Macro-averaged Precision-STJA,Macro-averaged Precision-CONI,Macro-averaged F-Measure,Macro-averaged F-Measure-BRCR,Macro-averaged F-Measure-PAWR,Macro-averaged F-Measure-PSFL,Macro-averaged F-Measure-RBNU,Macro-averaged F-Measure-DEJU,Macro-averaged F-Measure-OSFL,Macro-averaged F-Measure-HETH,Macro-averaged F-Measure-CBCH,Macro-averaged F-Measure-VATH,Macro-averaged F-Measure-HEWA,Macro-averaged F-Measure-SWTH,Macro-averaged F-Measure-HAFL,Macro-averaged F-Measure-WETA,Macro-averaged F-Measure-BHGB,Macro-averaged F-Measure-GCKI,Macro-averaged F-Measure-WAVI,Macro-averaged F-Measure-MGWA,Macro-averaged F-Measure-STJA,Macro-averaged F-Measure-CONI
MIMLClassifierToML,mulan.classifier.lazy.BRkNN,miml.transformation.mimlTOml.KMeansTransformation,miml_birds.arff,MIMLtoML_KMT_BRkNN.config,427,186,0.14736842105263145,0.03333333333333333,0.21593176345498324,0.5,0.29411764705882354,0.2,1.0,0.0,0.0,0.5,0.0,0.5555555555555556,0.25,0.45454545454545453,0.0,0.18181818181818182,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.21532767737181654,0.4444444444444444,0.3389830508474576,0.23076923076923078,1.0,0.0,0.0,0.34782608695652173,0.0,0.5555555555555556,0.3225806451612903,0.5405405405405406,0.0,0.21052631578947367,0.0,0.1,0.0,0.0,0.0,0.0
