Algorithm,Classifier,Transform method,Dataset,ConfigurationFile,Train_time_ms(avg),Train_time_ms(std),Test_time_ms(avg),Test_time_ms(std),Hamming Loss,Hamming Loss Std,Subset Accuracy,Subset Accuracy Std,Macro-averaged Precision,Macro-averaged Precision Std,Macro-averaged F-Measure,Macro-averaged F-Measure Std
MIMLClassifierToML,mulan.classifier.transformation.EnsembleOfPrunedSets,miml.transformation.mimlTOml.GeometricTransformation,miml_birds.arff,MIMLtoML_GT_EPS.config,54.0,30.31171390733292,82.0,61.36774397026503,0.11095498928316268,0.012067810283916857,0.1518099547511312,0.048686418404891005,0.23616970748549698,0.10946835980709026,0.20937308307447083,0.09845470185656918
