Algorithm,Classifier,Transform method,Dataset,ConfigurationFile,Train_time_ms(avg),Test_time_ms(avg)
MIMLClassifierToML,mulan.classifier.transformation.Pairwise,miml.transformation.mimlTOml.MinMaxTransformation,miml_birds.arff,MIMLtoML_MMT_RPC.config,98.6,5964.8
Algorithm,Classifier,Transform method,Dataset,ConfigurationFile,Train_time_ms(avg),Test_time_ms(avg),Average Precision,Coverage,OneError,IsError,ErrorSetSize,Ranking Loss,Mean Average Precision,Mean Average Precision-BRCR,Mean Average Precision-PAWR,Mean Average Precision-PSFL,Mean Average Precision-RBNU,Mean Average Precision-DEJU,Mean Average Precision-OSFL,Mean Average Precision-HETH,Mean Average Precision-CBCH,Mean Average Precision-VATH,Mean Average Precision-HEWA,Mean Average Precision-SWTH,Mean Average Precision-HAFL,Mean Average Precision-WETA,Mean Average Precision-BHGB,Mean Average Precision-GCKI,Mean Average Precision-WAVI,Mean Average Precision-MGWA,Mean Average Precision-STJA,Mean Average Precision-CONI,Geometric Mean Average Precision,Geometric Mean Average Precision-BRCR,Geometric Mean Average Precision-PAWR,Geometric Mean Average Precision-PSFL,Geometric Mean Average Precision-RBNU,Geometric Mean Average Precision-DEJU,Geometric Mean Average Precision-OSFL,Geometric Mean Average Precision-HETH,Geometric Mean Average Precision-CBCH,Geometric Mean Average Precision-VATH,Geometric Mean Average Precision-HEWA,Geometric Mean Average Precision-SWTH,Geometric Mean Average Precision-HAFL,Geometric Mean Average Precision-WETA,Geometric Mean Average Precision-BHGB,Geometric Mean Average Precision-GCKI,Geometric Mean Average Precision-WAVI,Geometric Mean Average Precision-MGWA,Geometric Mean Average Precision-STJA,Geometric Mean Average Precision-CONI,Mean Average Interpolated Precision,Mean Average Interpolated Precision-BRCR,Mean Average Interpolated Precision-PAWR,Mean Average Interpolated Precision-PSFL,Mean Average Interpolated Precision-RBNU,Mean Average Interpolated Precision-DEJU,Mean Average Interpolated Precision-OSFL,Mean Average Interpolated Precision-HETH,Mean Average Interpolated Precision-CBCH,Mean Average Interpolated Precision-VATH,Mean Average Interpolated Precision-HEWA,Mean Average Interpolated Precision-SWTH,Mean Average Interpolated Precision-HAFL,Mean Average Interpolated Precision-WETA,Mean Average Interpolated Precision-BHGB,Mean Average Interpolated Precision-GCKI,Mean Average Interpolated Precision-WAVI,Mean Average Interpolated Precision-MGWA,Mean Average Interpolated Precision-STJA,Mean Average Interpolated Precision-CONI,Geometric Mean Average Interpolated Precision,Geometric Mean Average Interpolated Precision-BRCR,Geometric Mean Average Interpolated Precision-PAWR,Geometric Mean Average Interpolated Precision-PSFL,Geometric Mean Average Interpolated Precision-RBNU,Geometric Mean Average Interpolated Precision-DEJU,Geometric Mean Average Interpolated Precision-OSFL,Geometric Mean Average Interpolated Precision-HETH,Geometric Mean Average Interpolated Precision-CBCH,Geometric Mean Average Interpolated Precision-VATH,Geometric Mean Average Interpolated Precision-HEWA,Geometric Mean Average Interpolated Precision-SWTH,Geometric Mean Average Interpolated Precision-HAFL,Geometric Mean Average Interpolated Precision-WETA,Geometric Mean Average Interpolated Precision-BHGB,Geometric Mean Average Interpolated Precision-GCKI,Geometric Mean Average Interpolated Precision-WAVI,Geometric Mean Average Interpolated Precision-MGWA,Geometric Mean Average Interpolated Precision-STJA,Geometric Mean Average Interpolated Precision-CONI,Micro-averaged AUC,Macro-averaged AUC,Macro-averaged AUC-BRCR,Macro-averaged AUC-PAWR,Macro-averaged AUC-PSFL,Macro-averaged AUC-RBNU,Macro-averaged AUC-DEJU,Macro-averaged AUC-OSFL,Macro-averaged AUC-HETH,Macro-averaged AUC-CBCH,Macro-averaged AUC-VATH,Macro-averaged AUC-HEWA,Macro-averaged AUC-SWTH,Macro-averaged AUC-HAFL,Macro-averaged AUC-WETA,Macro-averaged AUC-BHGB,Macro-averaged AUC-GCKI,Macro-averaged AUC-WAVI,Macro-averaged AUC-MGWA,Macro-averaged AUC-STJA,Macro-averaged AUC-CONI,Logarithmic Loss
MIMLClassifierToML,mulan.classifier.transformation.Pairwise,miml.transformation.mimlTOml.MinMaxTransformation,miml_birds.arff,MIMLtoML_MMT_RPC.config,258.6,26101.4,0.6402053375289556,5.356938159879336,0.34969834087481144,0.7313725490196078,5.899321266968326,0.15999635065961254,0.4349731360463311,NaN,0.6719443921747452,0.48508065987612603,NaN,0.2969699446427235,NaN,0.4380018171749368,0.26233910044364517,0.7977088505660136,0.43498110871918694,0.7134014636708113,0.4272990620490621,0.4463636369107805,NaN,0.2546037234585613,NaN,NaN,NaN,0.484778833748829,NaN,NaN,0.6719443921747452,0.48508065987612603,NaN,0.2969699446427235,NaN,0.4380018171749368,0.26233910044364517,0.7977088505660136,0.43498110871918694,0.7134014636708113,0.4272990620490621,0.4463636369107805,NaN,0.2546037234585613,NaN,NaN,NaN,0.484778833748829,0.4533419505050583,NaN,0.7040964450226175,0.5080184910874566,NaN,0.30850804155872746,NaN,0.4504600164290567,0.2880563108659596,0.7938868432236854,0.46726087307710085,0.7420884662639227,0.43948845598845593,0.4673865385260735,NaN,0.2808314353140842,NaN,NaN,NaN,0.49477537274904443,NaN,NaN,0.7040964450226175,0.5080184910874566,NaN,0.30850804155872746,NaN,0.4504600164290567,0.2880563108659596,0.7938868432236854,0.46726087307710085,0.7420884662639227,0.43948845598845593,0.4673865385260735,NaN,0.2808314353140842,NaN,NaN,NaN,0.49477537274904443,0.8250700384635904,NaN,NaN,0.8506384956384956,0.7528685586296869,NaN,0.6621783985461798,NaN,0.7257942143701877,0.6742378084303551,0.9025865444158127,0.7298204298152404,0.8309624030729896,0.8364533277850146,0.8031741326306545,NaN,0.6658046018251362,NaN,NaN,NaN,0.7265447475421121,15.231148189045047
