Algorithm,Classifier,Transform method,Dataset,ConfigurationFile,Train_time_ms(avg),Test_time_ms(avg),Hamming Loss,Subset Accuracy,Macro-averaged Precision,Macro-averaged F-Measure
MIMLClassifierToML,mulan.classifier.lazy.MLkNN,miml.transformation.mimlTOml.GeometricTransformation,miml_birds.arff,MIMLtoML_GT_MLkNN.config,52.4,65.6,0.09417321584504248,0.15573152337858218,0.3862819928609402,0.27417292167017526
