Algorithm,Classifier,Transform method,Dataset,ConfigurationFile,Train_time_ms,Test_time_ms,Hamming Loss,Subset Accuracy,Macro-averaged Precision,Macro-averaged F-Measure
MIMLClassifierToMI,weka.classifiers.mi.CitationKNN,miml.classifiers.miml.mimlTOmi.MIMLLabelPowerset,miml_birds_random_80train.arff,MIMLtoMI_LP_CitationKNN.config,1106,548,0.10121457489878544,0.21153846153846154,0.5002923976608187,0.5064612939575488
