Algorithm,Dataset,ConfigurationFile,Train_time_ms,Test_time_ms,Hamming Loss,Subset Accuracy,Macro-averaged Precision,Macro-averaged F-Measure
MIMLkNN,miml_birds_random_80train.arff,MIMLkNN.config,1381,743,0.263157894736842,0.017857142857142856,0.11736002215878379,0.1369471419084282
