Algorithm,Classifier,Transform method,Dataset,ConfigurationFile,Train_time_ms,Test_time_ms,Hamming Loss,Subset Accuracy,Macro-averaged Precision,Macro-averaged F-Measure,
MIMLClassifierToMI,weka.classifiers.mi.MDD,miml.classifiers.miml.mimlTOmi.MIMLBinaryRelevance,miml_birds_random_80train.arff,MIMLtoMI_BR_MDD.config,103485,37,0.1193609022556391,0.0,0.07894736842105263,0.07017543859649122,
Algorithm,Classifier,Transform method,Dataset,ConfigurationFile,Train_time_ms,Test_time_ms,Hamming Loss,Subset Accuracy,Macro-averaged Precision,Macro-averaged F-Measure,
MIMLClassifierToMI,weka.classifiers.mi.MIDD,miml.classifiers.miml.mimlTOmi.MIMLBinaryRelevance,miml_birds_random_80train.arff,MIMLtoMI_BR_MIDD.config,78596,39,0.143796992481203,0.017857142857142856,0.06165413533834587,0.05532661782661783,
