Algorithm,Classifier,Transform method,Dataset,ConfigurationFile,Train_time_ms,Test_time_ms,Hamming Loss,Subset Accuracy,Macro-averaged Precision,Macro-averaged F-Measure,
MIMLClassifierToMI,weka.classifiers.mi.CitationKNN,miml.classifiers.miml.mimlTOmi.MIMLBinaryRelevance,miml_birds_random_80train.arff,MIMLtoMI_BR_CitationKNN.config,14645,7321,0.18984962406015038,0.017857142857142856,0.06639676113360325,0.06477405635300373,
